current_binomial;current_name;source_current_name;current_authority;sp6;sp4;wcvp_matched_authors;wcvp_matched_name;wcvp_matched_plant_name_id;wcvp_matched_ipni_id;wcvp_matched_status;wcvp_match_similarity;wcvp_accepted_name;wcvp_accepted_binomial;wcvp_accepted_family;wcvp_accepted_authority;wcvp_accepted_plant_name_id;wcvp_accepted_powo_id;wcvp_accepted_ipni_id;wcvp_accepted_lifeform;garwood_name;garwood_synonyms;garwood_lifeform;zotz_name;census_plot;BCI;garwood_BCNM;liana_name;woody_forestgeo;forestgeo_habit;source_list;wcvp_matched_name_gbif_id;wcvp_matched_name_gbif_scientificName;wcvp_matched_name_gbif_matchtype;wcvp_matched_name_gbif_status;wcvp_matched_name_gbif_acceptedScientificName;wcvp_accepted_name_gbif_id;wcvp_accepted_name_gbif_scientificName;wcvp_accepted_name_gbif_matchtype;wcvp_accepted_name_gbif_status;wcvp_accepted_name_gbif_acceptedScientificName
Costus guanaiensis;Costus guanaiensis var. macrostrobilus;Garwood2009;Rusby;;;(K.Schum.) Maas;Costus guanaiensis;234648;796308-1;Accepted;1;Costus guanaiensis;Costus guanaiensis;Costaceae;Rusby;234648;796308-1;796308-1;rhizomatous geophyte;Costus guanaiensis var. macrostrobilus;;H;;;VRAI;FAUX;;FAUX;;Garwood2009;2756961;Costus guanaiensis Rusby;EXACT;ACCEPTED;;2756961;Costus guanaiensis Rusby;EXACT;ACCEPTED;
Costus laevis;Costus laevis;Garwood2009;Ruiz & Pav.;;;Ruiz & Pav.;Costus laevis;234665;796315-1;Accepted;1;Costus laevis;Costus laevis;Costaceae;Ruiz & Pav.;234665;796315-1;796315-1;rhizomatous geophyte;Costus laevis;;H;;;VRAI;FAUX;;FAUX;;Garwood2009;2756834;Costus laevis Ruiz & Pav.;EXACT;ACCEPTED;;2756834;Costus laevis Ruiz & Pav.;EXACT;ACCEPTED;
Costus lasius;Costus lasius;Garwood2009;Loes.;;;Loes.;Costus lasius;234670;66866-2;Accepted;1;Costus lasius;Costus lasius;Costaceae;Loes.;234670;66866-2;66866-2;rhizomatous geophyte;Costus lasius;;H;;;VRAI;FAUX;;FAUX;;Garwood2009;2756941;Costus lasius Loes.;EXACT;ACCEPTED;;2756941;Costus lasius Loes.;EXACT;ACCEPTED;
Costus pulverulentus;Costus pulverulentus;Garwood2009;C.Presl;;;C.Presl;Costus pulverulentus;234743;796364-1;Accepted;1;Costus pulverulentus;Costus pulverulentus;Costaceae;C.Presl;234743;796364-1;796364-1;rhizomatous geophyte;Costus pulverulentus;;H;;;VRAI;FAUX;;FAUX;;Garwood2009;2756847;Costus pulverulentus C.Presl;EXACT;ACCEPTED;;2756847;Costus pulverulentus C.Presl;EXACT;ACCEPTED;
Costus scaber;Costus scaber;Garwood2009;Ruiz & Pav.;;;Ruiz & Pav.;Costus scaber;234761;796376-1;Accepted;1;Costus scaber;Costus scaber;Costaceae;Ruiz & Pav.;234761;796376-1;796376-1;rhizomatous geophyte;Costus scaber;;H;;;VRAI;FAUX;;FAUX;;Garwood2009;2756885;Costus scaber Ruiz & Pav.;EXACT;ACCEPTED;;2756885;Costus scaber Ruiz & Pav.;EXACT;ACCEPTED;
Costus villosissimus;Costus villosissimus;Garwood2009;Jacq.;;;Jacq.;Costus villosissimus;234814;796399-1;Accepted;1;Costus villosissimus;Costus villosissimus;Costaceae;Jacq.;234814;796399-1;796399-1;rhizomatous geophyte;Costus villosissimus;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;2756895;Costus villosissimus Jacq.;EXACT;ACCEPTED;;2756895;Costus villosissimus Jacq.;EXACT;ACCEPTED;
Couratari guianensis;Couratari guianensis;ForestGeo;Aubl.;courpa;COUP;Aubl.;Couratari guianensis;313671;592371-1;Accepted;1;Couratari guianensis;Couratari guianensis;Lecythidaceae;Aubl.;313671;592371-1;592371-1;tree;Couratari guianensis;Couratari panamensis Standl.;T;;bci25ha, gigante1, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3083111;Couratari guianensis Aubl.;EXACT;ACCEPTED;;3083111;Couratari guianensis Aubl.;EXACT;ACCEPTED;
Coussapoa asperifolia;Coussapoa asperifolia subsp. magnifolia;Zotz;Trécul;;;(Trécul) Akkermans & C.C.Berg;Coussapoa asperifolia;2740606;851268-1;Accepted;1;Coussapoa asperifolia;Coussapoa asperifolia;Urticaceae;Trécul;2740606;851268-1;851268-1;tree;Coussapoa asperifolia subsp. magnifolia;Coussapoa magnifolia Trécul;E;Coussapoa asperifolia subsp. magnifolia;;VRAI;FAUX;;FAUX;;Zotz;7316403;Coussapoa asperifolia Trécul;EXACT;ACCEPTED;;7316403;Coussapoa asperifolia Trécul;EXACT;ACCEPTED;
Coussapoa villosa;Coussapoa villosa;ForestGeo;Poepp. & Endl.;cousvi;COU2;Poepp. & Endl.;Coussapoa villosa;2740706;851294-1;Accepted;1;Coussapoa villosa;Coussapoa villosa;Urticaceae;Poepp. & Endl.;2740706;851294-1;851294-1;tree;Coussapoa villosa;Coussapoa panamensis Pittier;E;Coussapoa villosa;;VRAI;FAUX;;VRAI;Climbing;Zotz;7316428;Coussapoa villosa Poepp. & Endl.;EXACT;ACCEPTED;;7316428;Coussapoa villosa Poepp. & Endl.;EXACT;ACCEPTED;
Coussarea suaveolens;Coussarea suaveolens;ForestGeo;(Duchass. ex Griseb.) C.M. Taylor;cou2cu;COUC;(Duchass. ex Griseb.) C.M.Taylor;Coussarea suaveolens;539696;77211683-1;Accepted;0.952;Coussarea suaveolens;Coussarea suaveolens;Rubiaceae;(Duchass. ex Griseb.) C.M.Taylor;539696;77211683-1;77211683-1;shrub or tree;Coussarea curvigemmia;;U;;bci50ha, P14, P11, P10, P12, P13, P18, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;12185704;Coussarea suaveolens (Duchass. ex Griseb.) C.M.Taylor;EXACT;ACCEPTED;;12185704;Coussarea suaveolens (Duchass. ex Griseb.) C.M.Taylor;EXACT;ACCEPTED;
Coutarea hexandra;Coutarea hexandra;ForestGeo;(Jacq.) K. Schum.;couthe;COUH;(Jacq.) K.Schum.;Coutarea hexandra;48570;67491-2;Accepted;1;Coutarea hexandra;Coutarea hexandra;Rubiaceae;(Jacq.) K.Schum.;48570;67491-2;67491-2;climbing shrub or tree;Coutarea hexandra;;U;;bci50ha, bci25ha, Drayton, gigante1, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2893703;Coutarea hexandra (Jacq.) K.Schum.;EXACT;ACCEPTED;;2893703;Coutarea hexandra (Jacq.) K.Schum.;EXACT;ACCEPTED;
Crateva tapia;Crateva tapia;ForestGeo;L.;cratta;;L.;Crateva tapia;2742390;316363-2;Accepted;1;Crateva tapia;Crateva tapia;Capparaceae;L.;2742390;316363-2;316363-2;shrub or tree;Crateva tapia;;M;;bci25ha, P13;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3054262;Crateva tapia L.;EXACT;ACCEPTED;;3054262;Crateva tapia L.;EXACT;ACCEPTED;
Crinum erubescens;Crinum erubescens;Garwood2009;Aiton;;;L.f. ex Aiton;Crinum erubescens;303415;30032850-2;Accepted;1;Crinum erubescens;Crinum erubescens;Amaryllidaceae;L.f. ex Aiton;303415;30032850-2;30032850-2;bulbous geophyte;Crinum erubescens;;Ha;;;VRAI;FAUX;;FAUX;;Garwood2009;2853616;Crinum erubescens L.f. ex Aiton;EXACT;ACCEPTED;;2853616;Crinum erubescens L.f. ex Aiton;EXACT;ACCEPTED;
Crossopetalum parviflorum;Crossopetalum parviflorum;ForestGeo;(Hemsl.) Lundell;crospa;CRO3;(Hemsl.) Lundell;Crossopetalum parviflorum;2743134;69682-2;Accepted;1;Crossopetalum parviflorum;Crossopetalum parviflorum;Celastraceae;(Hemsl.) Lundell;2743134;69682-2;69682-2;tree;Crossopetalum parviflorum;;;;gigante1, gigante_plot;FAUX;VRAI;;VRAI;Freestanding;Garwood2009;5580184;Crossopetalum parviflorum (Hemsl.) Lundell;EXACT;ACCEPTED;;5580184;Crossopetalum parviflorum (Hemsl.) Lundell;EXACT;ACCEPTED;
Crotalaria cajanifolia;Crotalaria cajanifolia;Garwood2009;Kunth;;;Kunth;Crotalaria cajanifolia;2743396;487919-1;Accepted;1;Crotalaria cajanifolia;Crotalaria cajanifolia;Fabaceae;Kunth;2743396;487919-1;487919-1;subshrub or shrub;Crotalaria cajanifolia;Crotalaria vitellina Ker Gawl. sensu Croat (1978);Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;2942793;Crotalaria cajanifolia Kunth;EXACT;ACCEPTED;;2942793;Crotalaria cajanifolia Kunth;EXACT;ACCEPTED;
Crotalaria retusa;Crotalaria retusa;Garwood2009;L.;;;L.;Crotalaria retusa;2744461;322611-2;Accepted;1;Crotalaria retusa;Crotalaria retusa;Fabaceae;L.;2744461;322611-2;322611-2;annual, perennial or subshrub;Crotalaria retusa;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;2942610;Crotalaria retusa L.;EXACT;ACCEPTED;;2942610;Crotalaria retusa L.;EXACT;ACCEPTED;
Croton billbergianus;Croton billbergianus;ForestGeo;Müll. Arg.;crotbi;CROB;Müll.Arg.;Croton billbergianus;49432;342149-1;Accepted;1;Croton billbergianus;Croton billbergianus;Euphorbiaceae;Müll.Arg.;49432;342149-1;342149-1;shrub or tree;Croton billbergianus subsp. billbergianus;;U;;bci50ha, bci10ha, bci25ha, P14, Zetek, AVA, Drayton, Pearson, P18, gigante1, gigante2, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3059312;Croton billbergianus Müll.Arg.;EXACT;ACCEPTED;;3059312;Croton billbergianus Müll.Arg.;EXACT;ACCEPTED;
Croton draco;Croton draco;ForestGeo;Schltdl. & Cham.;crotdr;CROP;Schltdl. & Cham.;Croton draco;49807;70128-2;Accepted;1;Croton draco;Croton draco;Euphorbiaceae;Schltdl. & Cham.;49807;70128-2;70128-2;tree;Croton draco subsp. panamensis;Croton panamensis (Klotzsch) Müll. Arg.;M;;gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3058297;Croton draco Schltdl. & Cham.;EXACT;ACCEPTED;;3058297;Croton draco Schltdl. & Cham.;EXACT;ACCEPTED;
Croton hirtus;Croton hirtus;Garwood2009;L'Hér.;;;L'Hér.;Croton hirtus;50132;70337-2;Accepted;1;Croton hirtus;Croton hirtus;Euphorbiaceae;L'Hér.;50132;70337-2;70337-2;annual;Croton hirtus;;Hw;;;VRAI;FAUX;;FAUX;;Garwood2009;3058942;Croton hirtus L'Hér.;EXACT;ACCEPTED;;3058942;Croton hirtus L'Hér.;EXACT;ACCEPTED;
Croton schiedeanus;Croton schiedeanus;ForestGeo;Schltdl.;crotsc;;Schltdl.;Croton schiedeanus;51113;70846-2;Accepted;1;Croton schiedeanus;Croton schiedeanus;Euphorbiaceae;Schltdl.;51113;70846-2;70846-2;tree;;;;;gigante_plot;FAUX;;;VRAI;Freestanding;Plot_census;3060306;Croton schiedeanus Schltdl.;EXACT;ACCEPTED;;3060306;Croton schiedeanus Schltdl.;EXACT;ACCEPTED;
Cryosophila warscewiczii;Cryosophila warscewiczii;ForestGeo;(H. Wendl.) Bartlett;cryowa;CRYW;(H.Wendl.) Bartlett;Cryosophila warscewiczii;51867;71214-2;Accepted;1;Cryosophila warscewiczii;Cryosophila warscewiczii;Arecaceae;(H.Wendl.) Bartlett;51867;71214-2;71214-2;shrub or tree;Cryosophila warscewiczii;;U;;;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;2731949;Cryosophila warscewiczii (H.Wendl.) Bartlett;EXACT;ACCEPTED;;2731949;Cryosophila warscewiczii (H.Wendl.) Bartlett;EXACT;ACCEPTED;
Ctenitis sloanei;Ctenitis sloanei;Garwood2009;(Poepp. ex Spreng.) C.V. Morton;;;(Poepp. ex Spreng.) C.V.Morton;Ctenitis sloanei;3151733;71907-2;Accepted;1;Ctenitis sloanei;Ctenitis sloanei;Polypodiaceae;(Poepp. ex Spreng.) C.V.Morton;3151733;71907-2;71907-2;;Ctenitis sloanei;;H;;;VRAI;FAUX;;FAUX;;Garwood2009;2650909;Ctenitis sloanei (Poepp. ex Spreng.) C.V.Morton;EXACT;ACCEPTED;;2650909;Ctenitis sloanei (Poepp. ex Spreng.) C.V.Morton;EXACT;ACCEPTED;
Cuervea kappleriana;Cuervea kappleriana;ForestGeo;(Miq.) A.C. Sm.;cuerka;CUEK;(Miq.) A.C.Sm.;Cuervea kappleriana;2747283;72123-2;Accepted;1;Cuervea kappleriana;Cuervea kappleriana;Celastraceae;(Miq.) A.C.Sm.;2747283;72123-2;72123-2;liana;Cuervea kappleriana;;L;;;VRAI;FAUX;;VRAI;Climbing;Garwood2009;3792999;Cuervea kappleriana (Miq.) A.C.Sm.;EXACT;ACCEPTED;;3792999;Cuervea kappleriana (Miq.) A.C.Sm.;EXACT;ACCEPTED;
Cupania cinerea;Cupania cinerea;ForestGeo;Poepp. & Endl.;cupaci;CUPC;Poepp.;Cupania cinerea;2747501;782382-1;Accepted;1;Cupania cinerea;Cupania cinerea;Sapindaceae;Poepp.;2747501;782382-1;782382-1;tree;Cupania cinerea;;M;;bci50ha, bci10ha, bci25ha, Zetek;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3785984;Cupania cinerea Poepp. & Endl.;EXACT;ACCEPTED;;3785984;Cupania cinerea Poepp. & Endl.;EXACT;ACCEPTED;
Cupania latifolia;Cupania latifolia;ForestGeo;Kunth;cupala;CUPL;Kunth;Cupania latifolia;2747585;782465-1;Accepted;1;Cupania latifolia;Cupania latifolia;Sapindaceae;Kunth;2747585;782465-1;782465-1;tree;Cupania latifolia;Cupania americana subsp. latifolia (Kunth) T.D. Penn. ined., specimen dets 2004;T;;bci50ha, AVA, P13;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3785309;Cupania latifolia Kunth;EXACT;ACCEPTED;;3785309;Cupania latifolia Kunth;EXACT;ACCEPTED;
Cupania rufescens;Cupania rufescens;ForestGeo;Triana & Planch.;cuparu;CUPR;Triana & Planch.;Cupania rufescens;2747662;782543-1;Accepted;1;Cupania rufescens;Cupania rufescens;Sapindaceae;Triana & Planch.;2747662;782543-1;782543-1;tree;Cupania rufescens;;M;;bci50ha, bci25ha, Zetek, Drayton, Pearson, P10, gigante_plot;VRAI;FAUX;;VRAI;Freestanding;Garwood2009;3784726;Cupania rufescens Triana & Planch.;EXACT;ACCEPTED;;3784726;Cupania rufescens Triana & Planch.;EXACT;ACCEPTED;
